Year_Birth,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Income,AUS,CA,GER,IND,ME,SA,SP,US,2n Cycle,Basic,Graduation,Master,PhD,Divorced,Married,Single,Together,Widow
0.09578546654366826,-0.8233614576094854,-0.9280883946694518,1.4575033644947428,-1.6955420215626318,0.3155788081662343,1.5367196679829422,1.1590454170396955,1.3166494345463737,1.8856530342090136,1.764236155571724,-0.6864533285551089,-0.030433935423493222,0.4544520254321529,0.05986010382213396,-1.7830193793359002,0,0,0,0,0,1,0,1.2939731223946482,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
-0.6679988457634278,-0.8233614576094854,-0.9280883946694518,1.4573526867361513,-1.6955420215626318,0.8112644936404081,-0.2876917048982866,0.028339805895449946,-0.2764527778175313,-1.4081775665632754,0.4027997043011862,-0.6864533285551089,1.0646915343534045,0.11260621080067316,0.3670955669278313,-0.13255329138609118,0,0,0,0,1,1,0,0.19304346240910236,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.7082190147475378,1.0384815105709801,-0.9280883946694518,1.4261623907077106,-1.6955420215626318,-1.5126787793911778,0.3761471983133929,-0.5835142843634877,-0.031688348672804074,-1.4081775665632754,0.3388757151259738,-0.16672691479142956,-0.3954757586824591,-0.5710854184622863,-1.1690817486006555,0.6926797525888133,1,0,0,0,0,1,0,-1.2203003848986105,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.9225936165324599,-0.8233614576094854,-0.9280883946694518,1.412450714675884,-1.6955420215626318,0.6329562843791035,1.6777395567028213,1.2108184086516403,1.7792354968172894,0.7867625448983917,0.5167551470728041,-0.6864533285551089,-0.030433935423493222,1.4799894693265923,-0.24737535928356338,-1.370402857348448,0,0,0,0,0,1,0,0.772396585094691,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
-1.2620533108911693,-0.8233614576094854,-0.9280883946694518,1.384123296060682,-1.6955420215626318,1.0905906302997856,1.371303194391738,0.8985659770109452,0.1419747775265728,0.8236997948280413,0.8319247307242426,-0.6864533285551089,2.159817004130302,2.5055269132210314,0.3670955669278313,0.28006323060136107,1,0,0,0,0,1,0,0.4499032407066239,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.8377286929427825,-0.8233614576094854,-0.9280883946694518,0.039776333907311064,-1.6955420215626318,0.7704960237461351,1.386850686106004,1.2558258261594601,1.1210324941054814,0.503027915286577,1.177882649333662,-0.6864533285551089,-0.3954757586824591,1.1381436546951125,0.05986010382213396,-1.7830193793359002,0,0,0,0,0,1,0,0.617439465636662,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.6898399316714097,1.0384815105709801,0.9089439703847904,-0.004824282635773194,-1.6955420215626318,-0.28706686400614423,-0.18943366323249855,-0.044623486702622714,0.06136676851406164,0.2484963251385247,0.012521710666522573,0.8727259127359291,-0.760517581941425,-0.5710854184622863,-0.24737535928356338,-0.5451698133735434,0,0,0,0,0,1,0,0.10248977569893022,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.43524516090237764,-0.8233614576094854,0.9089439703847904,1.412450714675884,-1.6610052311464922,0.7401957175099602,-1.4297870675640114,-0.6653713585376932,-1.5317354438498432,-1.4081775665632754,-0.17801291610403572,0.35299949897224975,1.0646915343534045,-0.5710854184622863,0.3670955669278313,1.1052962745762656,0,1,0,1,0,1,0,-0.2322255386745588,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1.538489167568183,-0.8233614576094854,-0.9280883946694518,0.009942137706193892,-1.6610052311464922,1.374651065561127,0.5404914840009285,1.2673120889270015,1.2890801067029727,0.503027915286577,-0.05819100144551764,-0.6864533285551089,-0.030433935423493222,0.11260621080067316,-0.5546108223892607,-1.7830193793359002,0,0,1,1,0,1,0,1.7040440244379957,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
-0.6679988457634278,-0.8233614576094854,-0.9280883946694518,-0.06539674158955655,-1.6610052311464922,1.3584828730785685,0.3761471983133929,1.1063849104144052,0.7526411819048658,0.37037817909889525,-0.22244237040693832,-0.6864533285551089,-0.760517581941425,0.4544520254321529,0.9815664931392261,-0.5451698133735434,0,1,1,1,1,1,0,1.295163574016605,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.26551531372302295,1.0384815105709801,-0.9280883946694518,-0.07880706210420012,-1.6610052311464922,-1.1698359826483056,-0.7295145020750741,-0.793869228921755,-0.35706078683004233,-0.9730529391995395,-0.560816776812538,-0.16672691479142956,-0.760517581941425,-0.9129312330937661,-0.8618462854949581,1.1052962745762656,0,0,0,0,0,1,0,-1.224863782782778,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
